image,width,height,avg_hue,avg_saturation,avg_value,dominant_hue,dominant_saturation,dominant_value,dominant_color,avg_color,nb_colors
image_1.jpg,480,480,0.5229823775822658,0.3246997645776194,0.7700023488562063,0.20000000000000004,0.0196078431372549,255,#fefffa,#bd847e,81210
image_10.jpg,319,240,0.2970002170586251,0.24470275472867484,0.45931116438219427,0.11333333333333333,0.26881720430107525,186,#baaa88,#726564,40275
image_100.jpg,380,253,0.26401158333218994,0.135265118502838,0.4943723001995394,0.0,0.0,255,#ffffff,#7b6c66,19281
image_1000.jpg,800,600,0.18623118549338472,0.36182479396644524,0.542016748365981,0.0,1.0,14,#0e0000,#8b6e62,161689
image_1001.jpg,450,300,0.4960849671866221,0.5474379243340608,0.7484136528680333,0.5549828178694157,0.45539906103286387,213,#74b5d5,#7c7f86,35101
image_1002.jpg,320,317,0.11227953571854217,0.35873914530575907,0.8209238727033353,0.10795454545454546,0.36363636363636365,242,#f2d39a,#ba956e,31550
image_1003.jpg,800,1100,0.1448542016034029,0.3302002318146449,0.5762577852050713,0.08169934640522876,0.2947976878612717,173,#ad937a,#758173,125729
image_1004.jpg,450,300,0.08580242919513381,0.13268308348095542,0.8751231663035631,0.0,0.0,255,#ffffff,#bda482,32305
image_1005.jpg,550,413,0.4387079462483165,0.17359237154983845,0.5053110452193353,0.6166666666666667,0.10526315789473684,190,#aab0be,#6f6b60,37789
image_1006.jpg,550,483,0.1831481637393483,0.6128753950475857,0.5670944741528958,0.27777777777777773,1.0,3,#010300,#ab8d4e,108101
image_1007.jpg,236,157,0.18848706258449033,0.23604285573434747,0.4484706178703693,0.016666666666666663,0.1342281879194631,149,#958381,#6e6e5d,23767
image_1008.jpg,1000,1601,0.1705092350276476,0.4598762017754799,0.40925383399926213,0.1016260162601626,0.33064516129032256,124,#7c6c53,#846656,182087
image_1009.jpg,480,360,0.36669928850362177,0.2581244717165641,0.46122117828617404,0.07407407407407407,0.04035874439461883,223,#dfdad6,#686764,71161
image_101.jpg,1000,698,0.44239663095696363,0.15687240645672726,0.7840535310936081,0.6944444444444445,0.02702702702702703,222,#d9d8de,#9b845d,60251
image_1010.jpg,400,267,0.22115192004188178,0.49596986909014246,0.5868001395314189,0.0,0.0,0,#000000,#83835f,63779
image_1011.jpg,360,360,0.08466366845851615,0.4330865030370507,0.6268952432824372,0.016666666666666663,0.09174311926605505,218,#dac8c6,#995f49,44205
image_1012.jpg,790,1080,0.16860461099161234,0.18285712793468398,0.7130656260631216,0.0,0.0,255,#ffffff,#b47b5d,71939
image_1016.jpg,640,480,0.5540513788097069,0.45869105753552797,0.5304838005514834,0.16666666666666666,0.5,4,#040402,#84686d,211495
image_1018.jpg,238,250,0.11828734876878895,0.16709471125003406,0.8766859779205667,0.0,0.0,255,#ffffff,#7f6f72,5815
image_1019.jpg,250,250,0.20580712300594312,0.12132860115224464,0.678157741176459,0.0,0.0,255,#ffffff,#816f5a,18143
image_102.jpg,290,281,0.3076959452642752,0.04365468002662685,0.8382447503484088,0.0,0.0,245,#f5f5f5,#828489,5446
image_1021.jpg,500,570,0.2559733647393669,0.15058379276188982,0.8552242862054791,0.0,0.0,255,#ffffff,#8c8f73,55771
image_1022.jpg,365,365,0.1651846375556128,0.08458903292401719,0.9429218887404426,0.0,0.0,255,#ffffff,#b3b1a8,22278
image_1023.jpg,301,450,0.1430790887131581,0.7548481806978943,0.6037624476146234,0.5,0.01568627450980392,255,#fbffff,#967627,110983
image_1024.jpg,236,233,0.20848408487471173,0.11429040103764378,0.7341097594197304,0.6666666666666666,0.008368200836820083,239,#ededef,#9e8f81,14081
image_1027.jpg,300,450,0.26273925958599015,0.4348103464086508,0.7111832970222831,0.6111111111111112,0.01195219123505976,251,#f8f9fb,#906545,29454
image_1028.jpg,300,264,0.260869462255063,0.385227294988962,0.5981255199048784,0.11333333333333333,0.21008403361344538,238,#eedebc,#84785f,50954
image_1029.jpg,922,692,0.34909508635871594,0.19060522943458336,0.5181375499304418,0.5,0.00392156862745098,255,#feffff,#776f67,79836
image_1030.jpg,180,145,0.25463321012541196,0.18349141079179607,0.5037414168732433,0.13333333333333333,0.03759398496240601,133,#858480,#82736b,14071
image_1031.jpg,640,452,0.48628946137570644,0.41025272027663395,0.5064672940526069,0.11111111111111112,1.0,18,#120c00,#61606b,134255
image_1032.jpg,236,354,0.2036491888145924,0.3372816550991751,0.525759444829347,0.13333333333333333,0.15625,32,#201f1b,#917b60,44581
image_1034.jpg,2560,1440,0.25707613743356983,0.26444339431285924,0.49363430501579664,0.0,0.0,0,#000000,#868069,75338
image_1036.jpg,320,320,0.36437128884920694,0.44493156696769937,0.5906138174018973,0.049479166666666664,1.0,64,#401300,#a07f86,60962
image_1037.jpg,433,433,0.3373892240841366,0.4240872448004413,0.5829860031525694,0.0,0.0,242,#f2f2f2,#9b8261,84207
image_1038.jpg,240,160,0.4199372758658271,0.28496273688598817,0.7196904616011875,0.6666666666666666,0.05,200,#bebec8,#b97771,22173
image_1039.jpg,400,268,0.2640783513229088,0.11515754771923142,0.4976543020193425,0.0,0.0,160,#a0a0a0,#727376,24615
image_104.jpg,400,272,0.3167598372422074,0.2534140977309747,0.5799422217416093,0.4166666666666667,0.008032128514056224,249,#f7f9f8,#83726b,44233
image_1040.jpg,360,240,0.38687025943624137,0.3712869042710697,0.76582625272319,0.0,0.0,255,#ffffff,#8a785d,33620
image_1041.jpg,450,298,0.21629308493710794,0.3316629722350367,0.3479117720168695,0.0,0.0,1,#010101,#7b7358,65069
image_1043.jpg,500,333,0.13226164570385687,0.43672620798791245,0.4022412530177837,0.04320987654320988,0.6136363636363636,44,#2c1811,#7f6c63,23536
image_1044.jpg,665,480,0.3416931790896159,0.28813040417347985,0.661702442379928,0.06521739130434782,0.09019607843137255,255,#fff1e8,#897c73,126131
image_1045.jpg,450,299,0.186836426117849,0.2196005883727503,0.7956598101148321,0.13333333333333333,0.02074688796680498,241,#f1f0ec,#b4947a,46980
image_1048.jpg,500,393,0.45984424512697236,0.05120931553933066,0.8726544130115514,0.0,0.0,232,#e8e8e8,#c5aaa1,25300
image_1049.jpg,80,80,0.0,0.0,0.8419325980392394,0.0,0.0,255,#ffffff,#b0b0b0,148
image_105.jpg,460,259,0.6564616061574595,0.18936230825168957,0.5056204761575539,0.015151515151515157,0.04564315352697095,241,#f1e7e6,#7d716a,28524
image_1050.jpg,690,662,0.07211852835398455,0.12776688137839937,0.7604530863521474,0.0,0.0,215,#d7d7d7,#8f724d,31588
image_1051.jpg,180,269,0.14074118432285684,0.4274562197765722,0.6844738440604535,0.19047619047619047,0.10824742268041238,194,#bfc2ad,#a7764d,30306
image_1052.jpg,474,356,0.19683487092701624,0.3654636616330949,0.5418028283705956,0.5981308411214954,0.47345132743362833,226,#77a3e2,#7c6b57,72688
image_1053.jpg,800,534,0.29655229808313976,0.2738192127224958,0.33259969156217867,0.0,0.0,58,#3a3a3a,#656760,38123
image_1054.jpg,608,500,0.3685179363879459,0.13101107764964695,0.6114363390090379,0.3666666666666667,0.0205761316872428,243,#eef3ef,#817a76,73291
image_1055.jpg,800,506,0.3353321770278672,0.26668903552283224,0.7037716616277407,0.08518518518518518,0.23684210526315788,190,#bea891,#a26e7f,95127
image_1056.jpg,640,640,0.3343376759154594,0.19465132434454485,0.6216773897058852,0.19444444444444442,0.03225806451612903,186,#b9bab4,#917b7b,100780
image_1057.jpg,690,518,0.39217263724664775,0.12073236912802775,0.6251233403655811,0.0,0.0,196,#c4c4c4,#837066,69493
image_1059.jpg,474,300,0.6147591916166661,0.34280028449281535,0.17891249551875202,0.6666666666666666,0.36363636363636365,33,#151521,#5b6161,8289
image_106.jpg,598,499,0.12260621273015895,0.5328005233393702,0.4888271000654497,0.06349206349206349,0.7241379310344828,29,#1d1008,#9a7859,98006
image_1060.jpg,820,401,0.1896174792083485,0.3422430281868797,0.3172502268956922,0.0,0.0,0,#000000,#826d5c,72857
image_1061.jpg,400,266,0.1115327082330602,0.12152189963677944,0.9714309671237509,0.0,0.0,255,#ffffff,#8da2ab,10947
image_1062.jpg,1135,600,0.11291471424783223,0.18699636444976286,0.8920470012462848,0.11111111111111112,0.012244897959183673,245,#f5f4f2,#c58857,74223
image_1064.jpg,370,240,0.327783539846931,0.44202827185850246,0.5666477654124963,0.6428571428571428,0.05737704918032787,244,#e6e8f4,#806b48,56809
image_1065.jpg,960,640,0.327072138729214,0.3163028590711361,0.3420865438627186,0.0,0.0,0,#000000,#6b5f5a,85160
image_1066.jpg,1600,1066,0.2822870655309499,0.35709199678080566,0.6702900388179911,0.5933908045977011,0.5,232,#74a7e8,#808769,262845
image_1067.jpg,399,265,0.41786415952142825,0.4591405017210929,0.5366233193045326,0.3333333333333333,1.0,9,#000900,#766c62,94538
image_1068.jpg,300,300,0.09296631127951556,0.29695159998771276,0.6090900217864514,0.11111111111111112,0.13983050847457626,236,#ece1cb,#7e6f60,21038
image_1069.jpg,800,600,0.208558773730913,0.4119751801355406,0.426213676470921,0.9583333333333334,0.19047619047619047,21,#151112,#70807d,78007
image_107.jpg,300,300,0.14800591162776444,0.16355894020888573,0.6486607843138028,0.0,0.0,238,#eeeeee,#7e6354,21267
image_1072.jpg,400,300,0.5677584760975737,0.47938833418550675,0.6013449999999285,0.16666666666666666,0.027450980392156862,255,#fffff8,#5b75a0,70886
image_1073.jpg,237,325,0.4138375170276567,0.1052928181701488,0.6073271855967086,0.7000000000000001,0.042735042735042736,117,#717075,#aa9688,12131
image_1074.jpg,80,80,0.0,0.0,0.8419325980392394,0.0,0.0,255,#ffffff,#b0b0b0,148
image_1075.jpg,2000,1334,0.313055298674597,0.1931367665350558,0.549831741484855,0.0,0.0,0,#000000,#878377,172590
image_1076.jpg,10,10,0.0,0.0,1.0,0.0,0.0,255,#ffffff,#ffffff,1
image_1077.jpg,634,873,0.2411817409341286,0.22642670727636693,0.388980770651899,0.0,0.0,0,#000000,#7d6f5f,82099
image_1078.jpg,236,214,0.21103960257843968,0.2874482186130706,0.7697222196337676,0.20000000000000004,0.0196078431372549,255,#fefffa,#b69e88,30894
image_1079.jpg,800,648,0.5874115204712697,0.28275320701975964,0.3776163232269299,0.6319444444444445,0.5333333333333333,45,#151a2d,#6f6c73,103356
image_108.jpg,357,360,0.4558032658209492,0.1538942190745863,0.6034745488608817,0.5333333333333333,0.04524886877828054,221,#d3dbdd,#8d8081,41166
image_1080.jpg,616,308,0.49392700680764745,0.3830969031896556,0.7723481334680699,0.5761316872427984,0.3403361344537815,238,#9dc9ee,#7ca197,54779
image_1085.jpg,1600,1155,0.07616050858746973,0.3141730121569364,0.5260646804190577,0.0,1.0,13,#0d0000,#7f7165,14501
image_1086.jpg,720,900,0.36368459992344104,0.26037299068332687,0.7856707334802103,0.0,0.0,255,#ffffff,#8e9c72,209296
image_1087.jpg,313,471,0.20344909972563546,0.33153722302370897,0.29783712946605817,0.6666666666666666,0.2222222222222222,9,#070709,#654f3c,39102
image_1088.jpg,900,1124,0.4294162907548895,0.5289729931706286,0.5537622830067259,0.37878787878787873,0.532258064516129,124,#3a7c4c,#746450,148407
image_109.jpg,800,534,0.583345257639365,0.48441667812579736,0.5293537673496281,0.6580756013745704,0.6217948717948718,156,#3b409c,#734c58,80489
image_1090.jpg,170,170,0.3301575291329002,0.42812736467429935,0.5054730985819945,0.6354166666666666,0.8888888888888888,18,#020512,#74675b,28341
image_1091.jpg,1000,651,0.10098887385937562,0.5802975251584018,0.35039627722059175,0.0,0.0,0,#000000,#8c684d,80073
image_1092.jpg,259,194,0.4619039204446094,0.26972856903980136,0.45728474727871676,0.8125,0.8888888888888888,9,#080109,#747276,22522
image_1093.jpg,700,300,0.10866982302010114,0.7155582778688417,0.3145443510738803,0.20000000000000004,0.8333333333333334,6,#050601,#7c572d,51755
image_1094.jpg,183,275,0.2617806668175797,0.2862935337798801,0.7690580637618792,0.5595238095238094,0.054901960784313725,255,#f1faff,#b29278,29581
image_1095.jpg,600,400,0.2731466086507759,0.38118927114796247,0.4206888235294575,0.0,0.0,1,#010101,#906a50,89600
image_1097.jpg,500,375,0.46168366874764283,0.1608221602375023,0.47325235032686136,0.5,0.3870967741935484,62,#263e3e,#7e827f,47694
image_1099.jpg,80,80,0.0,0.0,0.8419325980392394,0.0,0.0,255,#ffffff,#b0b0b0,148
image_11.jpg,1001,667,0.36127617557192737,0.2253192116159791,0.8830832864766648,0.0,0.0,244,#f4f4f4,#a0928c,86260
image_1100.jpg,800,534,0.2726737184971009,0.16715637089429478,0.6001637934196778,0.015151515151515157,0.06432748538011696,171,#aba1a0,#8b726a,82635
image_1101.jpg,720,540,0.17067947585169616,0.19308804010624,0.7422639594934981,0.0,0.0,255,#ffffff,#a18e7e,75648
image_1102.jpg,250,250,0.16667470722166172,0.5194791933823145,0.38259632941180777,0.015151515151515157,1.0,11,#0b0100,#745a47,29891
image_1103.jpg,300,300,0.11357728319570114,0.5274317423377497,0.7087505446621932,0.19696969696969693,0.043137254901960784,255,#fdfff4,#b17c4d,46397
